"Source","Destination","SHA256","Status"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\1ce2d9ebd604.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\1ce2d9ebd604.html","C1366E9ECAA29BC513D67B57FF69924E215401381CC3186D0895985F1EBE713E","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\2d15144f5052.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\2d15144f5052.html","254B7337594E6A73F0431514F98BBDAF43AD70F95E6DDB7B8795608C8112C099","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\306eadd7087a.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\306eadd7087a.html","ED54B6545CD4ED044583BEDFF795054209B34526D6D2087222D00E3D6607F097","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\5a99764de609.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\5a99764de609.html","4F4980E15EF5D49732BE5393D306A5B4C5528C0CAC107B999550920B521B1624","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\7386b1c0f9c4.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\7386b1c0f9c4.html","EEC817BF63756A6720E98A023AA431EE2B2BEC7E261A1BFA511380BB9AE65948","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\b3210b3c555a.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\git-history\b3210b3c555a.html","9826EC6EC8E603A0878A29D6EEC4DE3880CB512E6860D1740CB52B6CB01B0EB3","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\legacy-constructs\thresholddialogues.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\dialogues\legacy-constructs\thresholddialogues.html","4E07DD5C14FF0B26C713BC56B2092495910DCFE965F1A30A10B9C083E9DA4E81","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\index.html","A0B6EBEEC763A312B3C9B965C042261F551072B7DA25848CD25131761D692271","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\core-prototype\source.html","6C66CA410F6AE8BE7C1733EA90EB70DFBFB6326B2DFD8E73C9C8DE91D43CAB36","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\current\source.html","EC0B99CB9B8168DD9E58019A6CC2D9C153D2E2A0D2FA3468B3DF61BD5A94B556","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\50ead4bd5ff8.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\50ead4bd5ff8.html","4D1B5719C47D68F07B3BA77F5266A71BDCF335144209EC199021436A6BABA174","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bdda9a3ecbf0.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bdda9a3ecbf0.html","EC0B99CB9B8168DD9E58019A6CC2D9C153D2E2A0D2FA3468B3DF61BD5A94B556","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bf1cc733edc2.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\discover\git-history\bf1cc733edc2.html","6C66CA410F6AE8BE7C1733EA90EB70DFBFB6326B2DFD8E73C9C8DE91D43CAB36","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\index.html","D86CAC1BF81787FCBBB81BF76512E21ABEBA50B29AC9C7EC54586E5E7F2EA6DA","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\core-prototype\source.html","13C55D4E4D31F3EDEF3191D7085493E23A036CA5A1FB3D9FE30CF56C428F7BC3","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\current\source.html","82181A10627B95FFF6BAC2999D7DF0E30E859638B037306DA09DEDA4D122E900","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\93ffdba9b02b.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\93ffdba9b02b.html","0CDBA8058DD3515C4CB52966DBB9BA6D2A7239EC986E1DC1D8EA79E25B96A999","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\bc7c8847d00a.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\bc7c8847d00a.html","13C55D4E4D31F3EDEF3191D7085493E23A036CA5A1FB3D9FE30CF56C428F7BC3","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\c044204c3371.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\engine\git-history\c044204c3371.html","82181A10627B95FFF6BAC2999D7DF0E30E859638B037306DA09DEDA4D122E900","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\index.html","8915B8571BD10DF095841DE762399946035C52088ED2D40FF5FEC6BECCE69674","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\core-prototype\source.html","9339AAF1E971F5D27E1EA079A16B8B3D8A45DE45CBA284675C493BE6C9EC3DAF","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\current\source.html","C9DB3554D9EEB573C807860CC48EA428AA82DC6E443775A5A1C32F6299528FD7","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\083c094df380.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\083c094df380.html","9339AAF1E971F5D27E1EA079A16B8B3D8A45DE45CBA284675C493BE6C9EC3DAF","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\11684309ad1e.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\11684309ad1e.html","3028D76A5D647FA95BF1E7A180A703CA674ED4DF5B705E373F02BC26F192C548","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\c143116fdeb2.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\c143116fdeb2.html","F310302F14D1763C2B99C13B7B2D81E44CDCA94F5FDE42FDBFBF60D4FCE3A389","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\cabc42869243.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\cabc42869243.html","5803E68E043BF2CE2C2093249619DA5262F25C382D48C0193A3F3D1ED565A104","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\dd88f6e2890b.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\dd88f6e2890b.html","C9DB3554D9EEB573C807860CC48EA428AA82DC6E443775A5A1C32F6299528FD7","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\e7c835b56949.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\e7c835b56949.html","67371FBBB2328993E3A6B8737331286F9CD72A2F1000051B2BE04AFDF4B4DC73","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\fed0b707974a.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ethos\git-history\fed0b707974a.html","AE3EB2F0A140461075ABDA370C4CF8C26363926A45DC8710A710EC4C91D35191","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\index.html","AE55D1994FAF3375A6989A0D6F898287619CD34F53C20C0319A0F73B977909EA","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\core-prototype\source.html","C06BCD2858DE48AB7526C13A53FB296D3626E4A4BE7D5AFE39253033A3B1233C","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\current\source.html","BE2266DCC06D186B61CCE8F2DB619992EDB6CF77E02285553729486236007881","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\0caf7d9dca23.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\0caf7d9dca23.html","C0AC09C5F2A83CDA70BFCB6D552D6D13EFA82124DDE05F8993E18B25FDDC6195","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\14e38c22a476.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\14e38c22a476.html","C06BCD2858DE48AB7526C13A53FB296D3626E4A4BE7D5AFE39253033A3B1233C","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\3fd2cdbda0d5.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\3fd2cdbda0d5.html","BE2266DCC06D186B61CCE8F2DB619992EDB6CF77E02285553729486236007881","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\4db915109bb2.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\4db915109bb2.html","B85B70EFD303A48EA8B818E589594FD78A8B48B75394ACCCD914A70AACB07431","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\690e0f08b378.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\690e0f08b378.html","F9B22334AE16E9CCF87F995DD82DC3A912E2416773DB800FE7E2E17A8F2A3020","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\af25c057570e.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\af25c057570e.html","53411EC107DCB5C153C53AF6B5E85AD56C96237C8FFADB6EF0B04CE093A31A62","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\db729358183e.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\glyphs\git-history\db729358183e.html","7551BA0B138E08C4D377B2154435C486CC842412F3CFC038FF5EA5387EC96F92","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\index.html","70F31BAA97F3CD046023A863DD985CFB5FE26CC9F9D035E3A3F15DB12CEB41EE","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\core-prototype\source.html","2E0494C20C7E0DF64DE47F5677B49745835158201C9CCB4E82A64870A6AB43C2","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\current\source.html","A5F18F18C7AB41469247D317600129D57E2FFF8E95249BF51454A3EC96265F5B","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\01d4339754de.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\01d4339754de.html","E517AC4DE3A2B69766F6BF611529805E3B61EF2770BAF42B4A6C4838C355C2CD","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\507fb8dfc841.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\507fb8dfc841.html","A40C4C7D4D3E1547F93F3F6F39D588D2F90B0CE5884BCA3DC2F221D60F0711F1","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\59eead6fff16.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\59eead6fff16.html","0DC72734C3596F9C5130135317ACAC5E6A78B8A699C34DB5163C3FE5A919A65C","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\65b91805cd50.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\65b91805cd50.html","D186DAB36F8E4810BE10EECA09CB94CFD7B1C4584A7AD3AFFEB275089D62CEC0","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\f449ab002fc8.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\house-garden\git-history\f449ab002fc8.html","2E0494C20C7E0DF64DE47F5677B49745835158201C9CCB4E82A64870A6AB43C2","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\index.html","C9FF7887D96E5F2D10DED40769C68A9DA7D88733ECF812CDACF82C5AE7D8EF5E","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\core-prototype\source.html","99DDCCA9C0604AC56608C7948E08E77802A650478D6A2343ACADC3CA04F4932A","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\current\source.html","E92BC7255B4425DEACD98BF53B61654F8550652D12885F07A1B7F66197F1C8D2","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\005b1ee721db.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\005b1ee721db.html","99DDCCA9C0604AC56608C7948E08E77802A650478D6A2343ACADC3CA04F4932A","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\248029b6312d.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\248029b6312d.html","F08A0E4C0F1D3BB3ACFC56D1383F3D13CA079B3ECE79E4E4295F2BC8C6E74900","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\603413454217.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\603413454217.html","E92BC7255B4425DEACD98BF53B61654F8550652D12885F07A1B7F66197F1C8D2","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\b79df31d5f5e.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\b79df31d5f5e.html","5D16FDC4031E797C9A6B75935FF81F27474159D088C903F53582CBA3A578E3A1","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\c6f6d4db2405.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\c6f6d4db2405.html","74B161098144EAF122D4977B8510B2886BA9BFA5F1443D6DAC398E18C3C9CD48","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\e6dc92f91879.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\e6dc92f91879.html","63895225A142C40D0245E166D36862A6F406A44AAED5D5A2CDAE0F74F582B652","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\eafc0d14fbff.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\invitation\git-history\eafc0d14fbff.html","22D18018E7CCC6EFFC70272529C6A15AFBAAE3299152CC1BCD6FCB4F7C3525F8","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\index.html","0F7BA00974AB8140AFA0A7CCA13EF4C447818F8609F03BAF3A19B7ABDA3B1B79","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\core-prototype\source.html","FD3F592A9A10C1D3614BCA5F6BF4A19508617BC82508B3F6876263BC4E0811C9","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\current\source.html","F9272B38F7CAE896248FF46B31C999E1895E78397A9EC0042DF9523E78EC4B41","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\326c31b5f45f.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\326c31b5f45f.html","FD3F592A9A10C1D3614BCA5F6BF4A19508617BC82508B3F6876263BC4E0811C9","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\4f6d01094980.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\4f6d01094980.html","B40B9E7CD756085274E55C4EC201E86E59161C52FCF3089BB0084F40FB1925D8","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\591d71d2376d.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\591d71d2376d.html","25C40B1D706A70483A998AA25D5B7EC8B4038DF68CFBC45F4A5C3E27CD790E84","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\c227a274e04c.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\c227a274e04c.html","F9272B38F7CAE896248FF46B31C999E1895E78397A9EC0042DF9523E78EC4B41","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\d17e823fca89.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\d17e823fca89.html","4363A544BAC5E6D3491BBBD4AD04DC04870B504BB4110E86E30FE76244B2CF34","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\f6273675ce70.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\git-history\f6273675ce70.html","E04DBF77DB7B95FEEAE3A976A7E65FAE0E14D21DFECA3043AD750FD9B2C6EAAE","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\legacy-constructs\learningwheel.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\learning-wheel\legacy-constructs\learningwheel.html","F9272B38F7CAE896248FF46B31C999E1895E78397A9EC0042DF9523E78EC4B41","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\index.html","3963CF221A675606B1F620E3ACF568B13C60C6668F3A67B1744E247357604F4B","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\current\source.html","CA8DC3713169F4DA6DC724B36DD14886960579851D702AB490A6058A13F67361","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\9d382d2ef933.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\9d382d2ef933.html","CA8DC3713169F4DA6DC724B36DD14886960579851D702AB490A6058A13F67361","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\b476e04efdd1.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\b476e04efdd1.html","AD34C2BAF70192A0552B6C3DEC9EDD1E6D89D6C78478969E846340FBF9909ED4","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\cfa00ee4b038.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\git-history\cfa00ee4b038.html","46352C5EED0E0BF3D6A2670F5F48880F6B9A301F53A08892950C3B113F64FFA7","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\legacy-constructs\ledger.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\ledger\legacy-constructs\ledger.html","CA8DC3713169F4DA6DC724B36DD14886960579851D702AB490A6058A13F67361","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\index.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\index.html","5CB3A158BD961FF10496036175221193899D43639499C4387E07DF35A99F32AB","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\core-prototype\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\core-prototype\source.html","B647313AD0134F5611E1A07279EA284A177E28F9ADC2F83B9BFE5B7077B9E2FB","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\current\source.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\current\source.html","E6178B5EFA0576EF141B2C3456D16163720AE99CF92B2A18ABA0517D4BB39287","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\585294b47f3f.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\585294b47f3f.html","179F7E5C6F2D927485F544EF84AFF09A925CE811F453A27F9CDCD1F6B8C99B71","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\643c9170092d.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\643c9170092d.html","FCEF2E2B906936E1884CC93F551FC2F432D69B8C4304C0D346C3C500BA3B49FF","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\74a9f8336668.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\74a9f8336668.html","B647313AD0134F5611E1A07279EA284A177E28F9ADC2F83B9BFE5B7077B9E2FB","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\9044ed8aa5b5.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\9044ed8aa5b5.html","1B631D369F6B2DA92E82CCB69749CFCA6438E7065EBA73E755360CA94B3E9DD7","COPIED"
"C:\Threshold-Frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\a9625f2b9e18.html","C:\Threshold\html-inventory\frontend-main\vault-holding\website-history\spoke-wheel\level-2-spokes\mythology\git-history\a9625f2b9e18.html","E6178B5EFA0576EF141B2C3456D16163720AE99CF92B2A18ABA0517D4BB39287","COPIED"
